"Crop","ScientificName","Symbol","NuContAvailable","PlantPartHarvested","CropCategory","YieldUnit","AvYieldUnitWeight(lb)","AvMoisture%","AvN%(dry)","AvP%(dry)","AvK%(dry)","YieldUnitWeight(lb)_set","YieldUnitWeight(lb)_Bau","YieldUnitWeight(lb)_Joh","YieldUnitWeight(lb)_Roberts","YieldUnitWeight(lb)_WEEP","YieldUnitWeight(lb)_Men","YieldUnitWeight(lb)_Guy","YieldUnitWeight(lb)_Mc","YieldUnitWeight(lb)_Mah","YieldUnitWeight(lb)_Sha","YieldUnitWeight(lb)_Sch","YieldUnitWeight(lb)_Atu","YieldUnitWeight(lb)_Zim","YieldUnitWeight(lb)_Scu","YieldUnitWeight(lb)_John","YieldUnitWeight(lb)_Arc","DryMatter%_M-FF","DryMatter%_NAS","DryMatter%_F&L","DryMatter%_F&N","DryMatter%_Alb","DryMatter%_Est1","DryMatter%_Est2","DryMatter%_Est3","DryMatter%_Est4","DryMatter%_Est5","DryMatter%_Est6","DryMatter%_M&R","DryMatter%_M&L","DryMatter%_Sun","DryMatter%_Gro","DryMatter%_AgH8-9","DryMatter%_AgH8-12","DryMatter%_B788","AvDryMatter%","N%(dry)_NAS","N%(dry)_F&L","N%(dry)_F&N","N%(dry)_Swa","N%(dry)_Chapko","N%(dry)_Hill","N%(dry)_Bru","N%(dry)_AgH8-9","N%(dry)_AgH8-12","N%(dry)_B788","N%(dry)_M&L","N%(dry)_M-FF","N%(dry)_M&R","N%(dry)_Foster","N%(dry)_Rob1","N%(dry)_Rob2","N%(dry)_Coa","N%(dry)_And","N%(dry)_Gol1","N%(dry)_Gol2","N%(dry)_Wol","N%(dry)_Pete","N%(dry)_Col","N%(dry)_Alb","N%(dry)_Arc","N%(dry)_Bis","N%(dry)_Gar","N%(dry)_Heg","N%(dry)_Flo","N%(dry)_Feil","N%(dry)_Bre","N%(dry)_Burns","N%(dry)_Coc","P%(dry)_M-FF","P%(dry)_NAS","P%(dry)_F&L","P%(dry)_F&N","P%(dry)_AgH8-9","P%(dry)_AgH8-12","P%(dry)_B788","P%(dry)_M&L","P%(dry)_L&V","P%(dry)_Foster","P%(dry)_Rob1","P%(dry)_Rob2","P%(dry)_Coa","P%(dry)_And","P%(dry)_Gol1","P%(dry)_Gol2","P%(dry)_Sims","P%(dry)_Wol","P%(dry)_Pete","P%(dry)_Col","P%(dry)_Alb","P%(dry)_Arc","P%(dry)_Swa","P%(dry)_Rei","K%(dry)_M-FF","K%(dry)_NAS","K%(dry)_F&L","K%(dry)_F&N","K%(dry)_AgH8-9","K%(dry)_AgH8-12","K%(dry)_B788","K%(dry)_Foster","K%(dry)_Rob1","K%(dry)_Rob2","K%(dry)_Coa","K%(dry)_And","K%(dry)_Gol1","K%(dry)_Gol2","K%(dry)_Sims","K%(dry)_Wol","K%(dry)_Pete","K%(dry)_Col","K%(dry)_Alb","K%(dry)_Arc","K%(dry)_Swa","K%(dry)_Rei","Moisture%_M&R","Moisture%_M&L","Moisture%_Sun","Moisture%_Gro","gWater/100g_AgH8-9","gWater/100g_AgH8-12","gWater/100g_B788","Protein%(dry)_NAS","Protein%(dry)_F&L","Protein%(dry)_F&N","Protein%(dry)_Swa","Protein%(dry)_Chapko","Protein%(dry)_Hill","Protein%(dry)_Bru","Protein%(dry)_Bis","Protein%(dry)_Gar","Protein%(dry)_Heg","Protein%(dry)_Flo","Protein%(dry)_Feil","Protein%(dry)_Bre","Protein%(dry)_Burns","gProtein/100g(wet)_AgH8-9","gProtein/100g(wet)_AgH8-12","gProtein/100g(wet)_B788","Protein%(wet)_M&L","N%(wet)_M-FF","P%(wet)_M-FF","gP/100g(wet)_AgH8-9","gP/100g(wet)_AgH8-12","gP/100g(wet)_B788","P%(wet)_M&L","K%(wet)_M-FF","gK/100g(wet)_AgH8-9","gK/100g(wet)_AgH8-12","gK/100g(wet)_B788"
"Clover-Alsike, for hay (mid bloom)","Trifolium hybridum","TRHY","N,P,K","Aboveground biomass","Forage","ton","2000","11.00","2.416","0.28","2.55","2,000",,,,,,,,,,,,,,,,,"89","89",,,,,,,,,,,,,,,,"89.00","2.416","2.416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.28","0.28",,,,,,,,,,,,,,,,,,,,,,,"2.55","2.55",,,,,,,,,,,,,,,,,,,,,,,,,,,"15.1","15.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Crimson, for green chop","Trifolium incarnatum","TRIN3","N,P,K","Aboveground biomass","Forage","ton","2000","80.78","2.7375798881","0.27535608112","3.100862069","2,000",,,,,,,,,,,,,,,,"17.4","17.6","18.2","18",,,,,,,,"25","19.1",,,,,,"19.22","2.72","2.88","2.72",,,,,,,,"2.5968586387","2.7586206897","2.75",,,,,,,,,,,,,,,,,,,,,"0.28735632184","0.29","0.3","0.29",,,,"0.20942408377",,,,,,,,,,,,,,,,,"3.1034482759","3.1","3.1","3.1",,,,,,,,,,,,,,,,,,,"75","80.9",,,,,,"17","18","17",,,,,,,,,,,,,,,"3.1","0.48","0.05",,,,"0.04","0.54",,,
"Clover-Crimson, for green chop (late bloom)","Trifolium incarnatum","TRIN3","N","Aboveground biomass","Forage","ton","2000","84.10","2.816","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"15.9",,,,,,,,,,,,,,,,,"15.90","2.816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Crimson, for hay","Trifolium incarnatum","TRIN3","N,P,K","Aboveground biomass","Forage","ton","2000","11.75","2.6540963893","0.22439234686","2.7593296089","2,000",,,,,,,,,,,,,,,,"89.5","88.8","87.8","88",,,,,,,,"85","90.4",,,,,,"88.25","2.672","2.688","2.688",,,,,,,,"2.6902654867","2.5363128492","2.65",,,,,,,,,,,,,,,,,,,,,"0.26815642458","0.27","0.22","0.22",,,,"0.14380530973",,,,,,,,,,,,,,,,,"3.1173184358","3.12","2.4","2.4",,,,,,,,,,,,,,,,,,,"15","9.6",,,,,,"16.7","16.8","16.8",,,,,,,,,,,,,,,"15.2","2.27","0.24",,,,"0.13","2.79",,,
"Clover-Crimson, for hay (early bloom)","Trifolium incarnatum","TRIN3","N","Aboveground biomass","Forage","ton","2000","15.10","3.776","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"84.9",,,,,,,,,,,,,,,,,"84.90","3.776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Crimson, for hay (late bloom)","Trifolium incarnatum","TRIN3","N","Aboveground biomass","Forage","ton","2000","13.90","2.624","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"86.1",,,,,,,,,,,,,,,,,"86.10","2.624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red + Grass, for hay","Trifolium pratense, Poaceae","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","11.60","2.272","0.23","1.42","2,000",,,,,,,,,,,,,,,,,"88.1","88.7",,,,,,,,,,,,,,,,"88.40","2.24","2.304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","0.23",,,,,,,,,,,,,,,,,,,,,,,"1.43","1.41",,,,,,,,,,,,,,,,,,,,,,,,,,,"14","14.4",,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red + Grass, for hay (full bloom)","Trifolium pratense, Poaceae","TRPR2","N","Aboveground biomass","Forage","ton","2000","11.30","2.528","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"88.7","88.7",,,,,,,,,,,,,,,,"88.70","2.528","2.528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.8","15.8",,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red + Grass, for hay (mature)","Trifolium pratense, Poaceae","TRPR2","N,P","Aboveground biomass","Forage","ton","2000","8.60","1.776","0.25","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"91.4","91.4",,,,,,,,,,,,,,,,"91.40","1.776","1.776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25","0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.1","11.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red + Grass, for hay (mid bloom)","Trifolium pratense, Poaceae","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","10.80","2.656","0.23","1.59","2,000",,,,,,,,,,,,,,,,,"89.2","89.2",,,,,,,,,,,,,,,,"89.20","2.656","2.656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","0.23",,,,,,,,,,,,,,,,,,,,,,,"1.59","1.59",,,,,,,,,,,,,,,,,,,,,,,,,,,"16.6","16.6",,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red + Timothy, for hay","Trifolium partense, Phleum pratense","TRPR2, PHPR3","P,K","Aboveground biomass","Forage","ton","2000","9.60","#DIV/0!","0.17","1.52","2,000",,,,,,,,,,,,,,,,,"90.4",,,,,,,,,,,,,,,,,"90.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,"1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red, for green chop","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","77.50","2.9210612245","0.2937244898","2.4016326531","2,000",,,,,,,,,,,,,,,,"24.5","22.7","22.8","20",,,,,,,,,,,,,,,"22.50","2.928","3.04","3.104",,,,,,,,,"2.612244898",,,,,,,,,,,,,,,,,,,,,,"0.24489795918","0.26","0.29","0.38",,,,,,,,,,,,,,,,,,,,,"2.3265306122","2.46","2.33","2.49",,,,,,,,,,,,,,,,,,,,,,,,,,"18.3","19","19.4",,,,,,,,,,,,,,,,"0.64","0.06",,,,,"0.57",,,
"Clover-Red, for green chop (early bloom)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","80.15","3.104","0.38","2.49","2,000",,,,,,,,,,,,,,,,,"19.7",,"20",,,,,,,,,,,,,,,"19.85","3.104",,"3.104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.38",,"0.38",,,,,,,,,,,,,,,,,,,,,,"2.49",,"2.49",,,,,,,,,,,,,,,,,,,,,,,,,,"19.4",,"19.4",,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red, for green chop (full bloom)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","73.58","2.3747164835","0.28491758242","1.9645054945","2,000",,,,,,,,,,,,,,,,"27.3","27.6","26.2","26",,,,,,,,"25",,,,,,,"26.42","2.384","2.336","2.336",,,,,,,,,"2.4175824176","2.4",,,,,,,,,,,,,,,,,,,,,"0.32967032967","0.27","0.27","0.27",,,,,,,,,,,,,,,,,,,,,"1.978021978","1.96","1.96","1.96",,,,,,,,,,,,,,,,,,,"75",,,,,,,"14.9","14.6","14.6",,,,,,,,,,,,,,,,"0.66","0.09",,,,,"0.54",,,
"Clover-Red, for green chop (late vegetative)","Trifolium pratense","TRPR2","N","Aboveground biomass","Forage","ton","2000","75.00","3.4","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,"25.00",,,,,,,,,,,,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red, for green chop (mid bloom)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","74.27","2.4249863014","0.2848630137","1.98","2,000",,,,,,,,,,,,,,,,,"23.5","24.5",,,,,,,,,,"29.2",,,,,,"25.73","2.496","2.368",,,,,,,,,"2.4109589041",,,,,,,,,,,,,,,,,,,,,,,,,"0.33",,,,,"0.2397260274",,,,,,,,,,,,,,,,,,,"1.98",,,,,,,,,,,,,,,,,,,,,"70.8",,,,,,"15.6","14.8",,,,,,,,,,,,,,,,"4.4",,,,,,"0.07",,,,
"Clover-Red, for hay","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","13.95","2.507601359","0.26162514156","1.8871574179","2,000",,,,,,,,,,,,,,,,"88.3","78","89.9","88",,,,,,,,,,,,,,,"86.05","2.352","3.152","2.352",,,,,,,,,"2.174405436",,,,,,,,,,,,,,,,,,,,,,"0.22650056625","0.23","0.34","0.25",,,,,,,,,,,,,,,,,,,,,"1.8686296716","1.87","2","1.81",,,,,,,,,,,,,,,,,,,,,,,,,,"14.7","19.7","14.7",,,,,,,,,,,,,,,,"1.92","0.2",,,,,"1.65",,,
"Clover-Red, for hay (early bloom)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","12.53","2.3940491865","0.30945516459","1.9095516459","2,000",,,,,,,,,,,,,,,,"88.1","86.4","87.9",,,,,,,,,,,,,,,,"87.47","2.32","2.592",,,,,,,,,,"2.2701475596",,,,,,,,,,,,,,,,,,,,,,"0.23836549376","0.37","0.32",,,,,,,,,,,,,,,,,,,,,,"1.5891032917",,"2.23",,,,,,,,,,,,,,,,,,,,,,,,,,,"14.5","16.2",,,,,,,,,,,,,,,,,"2","0.21",,,,,"1.4",,,
"Clover-Red, for hay (full bloom)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","13.55","2.4270368899","0.24945516459","1.8597010972","2,000",,,,,,,,,,,,,,,,"88.1","86.1","86.6",,,,,,,,,"85",,,,,,,"86.45","2.704","2.384",,,,,,,,,,"2.2701475596","2.35",,,,,,,,,,,,,,,,,,,,,"0.23836549376","0.25","0.26",,,,,,,,,,,,,,,,,,,,,,"1.5891032917","1.85","2.14",,,,,,,,,,,,,,,,,,,,"15",,,,,,,"16.9","14.9",,,,,,,,,,,,,,,,,"2","0.21",,,,,"1.4",,,
"Clover-Red, for hay (late vegetative)","Trifolium pratense","TRPR2","N","Aboveground biomass","Forage","ton","2000","15.00","3.35","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"85",,,,,,,"85.00",,,,,,,,,,,,,"3.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red, for hay (mature)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","8.80","1.936","0.21","1.7","2,000",,,,,,,,,,,,,,,,,"91.2","91.4","91",,,,,,,,,,,,,,,"91.20","1.68","2.064","2.064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21","0.21","0.21",,,,,,,,,,,,,,,,,,,,,,"1.7","1.7","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,"10.5","12.9","12.9",,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-Red, for hay (mid bloom)","Trifolium pratense","TRPR2","N,P,K","Aboveground biomass","Forage","ton","2000","11.70","2.4580491865","0.27945516459","1.5530344306","2,000",,,,,,,,,,,,,,,,"88.1","88.4","88.4",,,,,,,,,,,,,,,,"88.30","2.496","2.608",,,,,,,,,,"2.2701475596",,,,,,,,,,,,,,,,,,,,,,"0.23836549376","0.29","0.31",,,,,,,,,,,,,,,,,,,,,,"1.5891032917","1.66","1.41",,,,,,,,,,,,,,,,,,,,,,,,,,,"15.6","16.3",,,,,,,,,,,,,,,,,"2","0.21",,,,,"1.4",,,
"Clover-Red, for seed","Trifolium pratense","TRPR2","N,P","Seed","Forage","cwt","100","12.23","5.8925714286","0.61","#DIV/0!","100",,,,,,,,,,,,,,,,"87.5",,"87.8","88",,,,,,,,,,,,,,,"87.77",,"5.856","5.856",,,,,,,,,"5.9657142857",,,,,,,,,,,,,,,,,,,,,,,,"0.61","0.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.6","36.6",,,,,,,,,,,,,,,,"5.22",,,,,,,,,
"Clover-White, for green chop","Trifolium repens","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","81.90","4.2556853933","0.47390449438","2.2212078652","2,000",,,,,,,,,,,,,,,,"17.8","17.7","18.9","18",,,,,,,,,,,,,,,"18.10","4.512","3.392","4.512",,,,,,,,,"4.606741573",,,,,,,,,,,,,,,,,,,,,,"0.50561797753","0.51","0.37","0.51",,,,,,,,,,,,,,,,,,,,,"2.1348314607","2.13","2.48","2.14",,,,,,,,,,,,,,,,,,,,,,,,,,"28.2","21.2","28.2",,,,,,,,,,,,,,,,"0.82","0.09",,,,,"0.38",,,
"Clover-White, for green chop (full bloom)","Trifolium repens","TRRE3","N,P","Aboveground biomass","Forage","ton","2000","82.10","4.528","0.44","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"17.9",,,,,,,,,,,,,,,,,"17.90","4.528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White, for hay","Trifolium repens","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","9.73","3.0894090909","0.35204545455","2.25","2,000",,,,,,,,,,,,,,,,"88","90.7","92.4","90",,,,,,,,,,,,,,,"90.28","3.008","3.728","3.008",,,,,,,,,"2.6136363636",,,,,,,,,,,,,,,,,,,,,,"0.31818181818","0.32","0.45","0.32",,,,,,,,,,,,,,,,,,,,,,,"2.25",,,,,,,,,,,,,,,,,,,,,,,,,,,"18.8","23.3","18.8",,,,,,,,,,,,,,,,"2.3","0.28",,,,,,,,
"Clover-White, for hay (full bloom)","Trifolium repens","TRRE3","N","Aboveground biomass","Forage","ton","2000","7.60","3.216","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"92.4",,,,,,,,,,,,,,,,,"92.40","3.216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White, for hay (late bloom)","Trifolium repens","TRRE3","N","Aboveground biomass","Forage","ton","2000","12.40","2.768","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"87.6",,,,,,,,,,,,,,,,,"87.60","2.768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White, for hay (mature)","Trifolium repens","TRRE3","N","Aboveground biomass","Forage","ton","2000","7.80","2.256","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"92.2",,,,,,,,,,,,,,,,,"92.20","2.256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White-Ladino type + Grass, for green chop","Trifolium repens, Poaceae","TRRE3","N,P","Aboveground biomass","Forage","ton","2000","80.00","2.8","0.4","#DIV/0!","2,000",,,,,,,,,,,,,,,,"20","20",,,,,,,,,,,,,,,,,"20.00","2.8",,,,,,,,,,,"2.8",,,,,,,,,,,,,,,,,,,,,,"0.4","0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.5",,,,,,,,,,,,,,,,,,"0.56","0.08",,,,,,,,
"Clover-White-Ladino type + Grass, for green chop (early bloom)","Trifolium repens, Poaceae","TRRE3","N","Aboveground biomass","Forage","ton","2000","80.00","2.448","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,"20.00","2.448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White-Ladino type + Grass, for hay","Trifolium repens, Poaceae","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","11.25","2.9182785957","0.22758776897","1.9626274066","2,000",,,,,,,,,,,,,,,,"88.3","89.2",,,,,,,,,,,,,,,,,"88.75","2.96",,,,,,,,,,,"2.8765571914",,,,,,,,,,,,,,,,,,,,,,"0.21517553794","0.24",,,,,,,,,,,,,,,,,,,,,,,"1.9252548131","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.5",,,,,,,,,,,,,,,,,,"2.54","0.19",,,,,"1.7",,,
"Clover-White-Ladino type + Grass, for hay (mature)","Trifolium repens, Poaceae","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","8.50","1.808","0.22","1.75","2,000",,,,,,,,,,,,,,,,,"91.5",,,,,,,,,,,,,,,,,"91.50","1.808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.22",,,,,,,,,,,,,,,,,,,,,,,,"1.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White-Ladino type + Timonth, for silage","Trifolimu repens, Phleum pratense","TRRE3, PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","70.60","3.168","0.2","2.22","2,000",,,,,,,,,,,,,,,,,"29.4",,,,,,,,,,,,,,,,,"29.40","3.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,"2.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White-Ladino type, for green chop","Trifolium repens","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","80.94","3.9535807229","0.41042168675","1.9493674699","2,000",,,,,,,,,,,,,,,,"16.6","18","17.7","18",,,,,,,,"25",,,,,,,"19.06","3.952","3.888","3.952",,,,,,,,,"3.9759036145","4",,,,,,,,,,,,,,,,,,,,,"0.42168674699","0.42","0.38","0.42",,,,,,,,,,,,,,,,,,,,,"1.8674698795","1.87","2.19","1.87",,,,,,,,,,,,,,,,,,,"75",,,,,,,"24.7","24.3","24.7",,,,,,,,,,,,,,,,"0.66","0.07",,,,,"0.31",,,
"Clover-White-Ladino type, for green chop (early bloom)","Trifolium repens","TRRE3","P,K","Aboveground biomass","Forage","ton","2000","64.60","#DIV/0!","0.31","3.17","2,000",,,,,,,,,,,,,,,,,"35.4",,,,,,,,,,,,,,,,,"35.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.31","0.31",,,,,,,,,,,,,,,,,,,,,,,"3.17","3.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clover-White-Ladino type, for hay","Trofolium repens","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","10.82","3.324152957","0.32314929686","2.4311452514","2,000",,,,,,,,,,,,,,,,"89.5","89.5","89.3","89",,,,,,,,"85","92.8",,,,,,"89.18","3.312","3.552","3.584",,,,,,,,"2.6896551724","3.3072625698","3.5",,,,,,,,,,,,,,,,,,,,,"0.32402234637","0.32","0.33","0.34",,,,"0.30172413793",,,,,,,,,,,,,,,,,"2.4245810056","2.42","2.44","2.44",,,,,,,,,,,,,,,,,,,"15","7.2",,,,,,"20.7","22.2","22.4",,,,,,,,,,,,,,,"15.6","2.96","0.29",,,,"0.28","2.17",,,
"Clover-White-Ladino type, for hay (early bloom)","Trofolium repens","TRRE3","N,P","Aboveground biomass","Forage","ton","2000","7.57","3.5295927602","0.31","#DIV/0!","2,000",,,,,,,,,,,,,,,,"88.4","94.5","94.4",,,,,,,,,,,,,,,,"92.43","3.264","3.456",,,,,,,,,,"3.8687782805",,,,,,,,,,,,,,,,,,,,,,,"0.31","0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.4","21.6",,,,,,,,,,,,,,,,,"3.42",,,,,,,,,
"Clover-White-Ladino type, for hay (mature)","Trofolium repens","TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","8.90","2.528","0.25","2.16","2,000",,,,,,,,,,,,,,,,,"91.1","91.1",,,,,,,,,,,,,,,,"91.10","2.528","2.528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25","0.25",,,,,,,,,,,,,,,,,,,,,,,"2.16","2.16",,,,,,,,,,,,,,,,,,,,,,,,,,,"15.8","15.8",,,,,,,,,,,,,,,,,,,,,,,,,,
"Coconut, for meat","Cocos nucifera","CONU","N,P,K","Fruit","Tree and fruit","lb of fruit ","1","46.99","1.0050933786","0.21316732692","0.67157140162","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.01",,"53.01",,,,,,,,,"1.0050933786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21316732692",,,,,,,,,,,,,,,,,,,,,,,,"0.67157140162",,,,,,,,,,,,,,,,,,,,,,"46.99",,,,,,,,,,,,,,,,,"3.33",,,,,,"0.113",,,,,"0.356",
"Coconut, for milk","Cocos nucifera","CONU","N,P,K","Fruit","Tree and fruit","lb of fruit ","1","67.62","1.131562693","0.30883261272","0.81222977146","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.38",,"32.38",,,,,,,,,"1.131562693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.30883261272",,,,,,,,,,,,,,,,,,,,,,,,"0.81222977146",,,,,,,,,,,,,,,,,,,,,,"67.62",,,,,,,,,,,,,,,,,"2.29",,,,,,"0.1",,,,,"0.263",
"Corn-Field, for grain (shelled, yellow dent, grade #1)","Zea mays ssp. mays","ZEMAM2","N,P,K","Caryopsis","Cereal and oil","bu","56","13.52","1.6373130158","0.31258663579","0.34444444444","56",,,,,,,,,,,,,,,,"87.00","85.80","88.00","86.00",,,,,,,,"85","87.1",,,,,,"86.48",,"1.664","1.632",,,,,,,,"1.7083811711","1.632183908","1.55",,,,,,,,,,,,,,,,,,,,,"0.32183908046",,"0.32","0.31",,,,"0.29850746269",,,,,,,,,,,,,,,,,"0.33333333333",,"0.37","0.33",,,,,,,,,,,,,,,,,,,"15.00","12.90",,,,,,,"10.40","10.20",,,,,,,,,,,,,,,"9.30","1.42","0.28",,,,"0.26","0.29",,,
